文件名,模态,真实攻击类型,攻击手法,预测攻击类型,是否预测正确,Confidence
geo_DDoS_LOIC-UDP_3839.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
ipv6_BruteForce_FTP-Patator_2616.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_Botnet_Screenshots_2279.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.8639
mpls_Infiltration_Dropbox_4701.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.9685
geo_DoS_GoldenEye_20587.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
scion_Infiltration_Dropbox_3404.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9501
BruteForce_FTP-Patator_1232.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_Benign_22743.pcap,ipv6,Benign,,Benign,? 正确,0.9853
scion_Infiltration_Dropbox_261.pcap,scion,Infiltration,Dropbox,Benign,? 错误,0.6908
mpls_BruteForce_SSH-Patator_1632.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9584
mpls_Infiltration_Dropbox_2518.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.947
mpls_BruteForce_SSH-Patator_3009.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9542
Benign_4636.pcap,IPv4,Benign,,Benign,? 正确,0.9806
mpls_DoS_Hulk_4053.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9945
ipv6_BruteForce_FTP-Patator_2925.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_Benign_4450.pcap,mpls,Benign,,Benign,? 正确,0.9849
scion_Infiltration_NMAP-Portscan_890.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9613
Botnet_Ares_2766.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.8645
scion_BruteForce_FTP-Patator_3690.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_Benign_18875.pcap,scion,Benign,,Benign,? 正确,0.8154
ipv6_BruteForce_FTP-Patator_97.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_DDoS_LOIC-HTTP_3785.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
mpls_DoS_Hulk_4723.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9948
ipv6_DoS_GoldenEye_23618.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9923
scion_Infiltration_NMAP-Portscan_613.pcap,scion,Infiltration,NMAP-Portscan,Benign,? 错误,0.7941
BruteForce_SSH-Patator_3885.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9618
geo_Benign_19918.pcap,geo,Benign,,Benign,? 正确,0.9786
scion_BruteForce_FTP-Patator_3263.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_BruteForce_FTP-Patator_1471.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_DDoS_LOIC-UDP_2411.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
Botnet_Screenshots_1070.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.7127
ipv6_DoS_GoldenEye_29153.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9907
mpls_DoS_Slowloris_4989.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.993
ipv6_DDoS_LOIC-UDP_4140.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
geo_DDoS_HOIC_4096.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
Benign_1985.pcap,IPv4,Benign,,Benign,? 正确,0.8156
scion_Infiltration_Dropbox_3127.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9685
ipv6_DDoS_LOIC-UDP_265.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
geo_DDoS_LOIC-UDP_3572.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
ipv6_DDoS_LOIC-UDP_3527.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
DoS_GoldenEye_6664.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
Infiltration_Dropbox_4095.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9719
scion_BruteForce_SSH-Patator_1596.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9496
scion_Infiltration_Dropbox_1364.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9641
ipv6_BruteForce_FTP-Patator_4960.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_DDoS_HOIC_262.pcap,ipv6,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
ipv6_DDoS_LOIC-UDP_3655.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9824
scion_BruteForce_SSH-Patator_4349.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9628
mpls_Benign_11540.pcap,mpls,Benign,,Benign,? 正确,0.9782
Benign_1785.pcap,IPv4,Benign,,Benign,? 正确,0.8246
DoS_GoldenEye_7633.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9947
Botnet_Ares_869.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.8194
ipv6_Benign_29182.pcap,ipv6,Benign,,Benign,? 正确,0.8047
DDoS_LOIC-HTTP_4187.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9569
BruteForce_FTP-Patator_1528.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_DDoS_LOIC-HTTP_2803.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9569
mpls_Benign_4124.pcap,mpls,Benign,,Benign,? 正确,0.9801
scion_Infiltration_NMAP-Portscan_3512.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9741
scion_WebAttack_BruteForce-Web_25.pcap,scion,WebAttack,BruteForce-Web,WebAttack,? 正确,0.9476
geo_DoS_GoldenEye_17576.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9929
geo_DDoS_LOIC-HTTP_456.pcap,geo,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.8238
mpls_Benign_5405.pcap,mpls,Benign,,Benign,? 正确,0.8058
mpls_Botnet_Ares_449.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.8644
mpls_DDoS_LOIC-HTTP_1053.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.8238
scion_Benign_13957.pcap,scion,Benign,,Benign,? 正确,0.8628
DDoS_HOIC_794.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9917
geo_DoS_GoldenEye_13341.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
DDoS_LOIC-UDP_787.pcap,IPv4,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
mpls_Infiltration_NMAP-Portscan_4009.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9492
DDoS_HOIC_3620.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
mpls_Infiltration_NMAP-Portscan_3927.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9469
mpls_Infiltration_NMAP-Portscan_258.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.8746
ipv6_Infiltration_Dropbox_4892.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9442
Benign_9336.pcap,IPv4,Benign,,Benign,? 正确,0.8419
BruteForce_FTP-Patator_3120.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
geo_DoS_GoldenEye_11333.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9926
DoS_GoldenEye_9479.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9921
mpls_Benign_2793.pcap,mpls,Benign,,Benign,? 正确,0.9427
geo_DDoS_HOIC_3418.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9278
ipv6_BruteForce_FTP-Patator_4628.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_Benign_990.pcap,ipv6,Benign,,Benign,? 正确,0.963
BruteForce_SSH-Patator_2798.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9579
ipv6_DDoS_LOIC-HTTP_2500.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9569
mpls_Benign_9046.pcap,mpls,Benign,,Benign,? 正确,0.9739
mpls_DDoS_LOIC-HTTP_1560.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.8238
mpls_BruteForce_SSH-Patator_1393.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9641
ipv6_Infiltration_NMAP-Portscan_1308.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9761
Infiltration_Dropbox_396.pcap,IPv4,Infiltration,Dropbox,Benign,? 错误,0.7362
Infiltration_NMAP-Portscan_4940.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9694
mpls_DoS_Slowloris_3645.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.993
ipv6_DDoS_LOIC-UDP_2724.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9823
mpls_Infiltration_NMAP-Portscan_4883.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9451
geo_Benign_15338.pcap,geo,Benign,,Benign,? 正确,0.9697
Infiltration_Dropbox_1431.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9565
mpls_BruteForce_FTP-Patator_2856.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
geo_DDoS_LOIC-UDP_2135.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9823
ipv6_Botnet_Ares_2571.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.8647
Infiltration_Dropbox_960.pcap,IPv4,Infiltration,Dropbox,Benign,? 错误,0.793
geo_DoS_GoldenEye_16254.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
mpls_DoS_Hulk_5147.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9939
geo_DoS_GoldenEye_20146.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
DoS_GoldenEye_2660.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9672
BruteForce_FTP-Patator_1758.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_DoS_Hulk_896.pcap,ipv6,DoS,Hulk,DoS/DDoS,? 正确,0.9947
Botnet_Screenshots_2832.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.9095
ipv6_Botnet_Ares_849.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.8194
ipv6_Botnet_Screenshots_3336.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.8996
Infiltration_NMAP-Portscan_4208.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9676
scion_BruteForce_FTP-Patator_4937.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
DDoS_HOIC_4652.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9921
Infiltration_NMAP-Portscan_2951.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9468
scion_Benign_21936.pcap,scion,Benign,,Benign,? 正确,0.9433
geo_DDoS_HOIC_3598.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
scion_Benign_18290.pcap,scion,Benign,,Benign,? 正确,0.8233
scion_BruteForce_SSH-Patator_443.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9571
mpls_DoS_Hulk_7353.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9943
Benign_8045.pcap,IPv4,Benign,,Benign,? 正确,0.9834
mpls_DDoS_LOIC-UDP_1587.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
scion_Infiltration_Dropbox_2014.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9452
Infiltration_Dropbox_4769.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9673
mpls_Infiltration_NMAP-Portscan_503.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9614
ipv6_Botnet_Ares_2897.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.9146
scion_Benign_24145.pcap,scion,Benign,,Benign,? 正确,0.7966
scion_Benign_23128.pcap,scion,Benign,,Benign,? 正确,0.6199
DoS_GoldenEye_401.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9947
scion_BruteForce_SSH-Patator_2312.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9662
geo_Benign_19111.pcap,geo,Benign,,Benign,? 正确,0.9752
Infiltration_Dropbox_1145.pcap,IPv4,Infiltration,Dropbox,Benign,? 错误,0.7786
geo_DDoS_HOIC_516.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9935
mpls_DDoS_LOIC-HTTP_987.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.8238
Infiltration_NMAP-Portscan_969.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.963
ipv6_BruteForce_FTP-Patator_961.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_Botnet_Ares_2437.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.9035
mpls_DoS_Hulk_7292.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9883
geo_DDoS_HOIC_3041.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9921
BruteForce_SSH-Patator_2282.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9625
geo_Benign_14351.pcap,geo,Benign,,Benign,? 正确,0.9755
ipv6_BruteForce_SSH-Patator_1625.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9631
mpls_BruteForce_FTP-Patator_1277.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_DDoS_LOIC-UDP_3186.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
mpls_DoS_Slowloris_3086.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9948
mpls_Infiltration_NMAP-Portscan_1162.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9517
geo_DoS_GoldenEye_13581.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
scion_Infiltration_Dropbox_3670.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9499
ipv6_Benign_25855.pcap,ipv6,Benign,,Benign,? 正确,0.8028
mpls_BruteForce_SSH-Patator_1062.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9636
mpls_BruteForce_SSH-Patator_1289.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9631
ipv6_Botnet_Screenshots_2226.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.8905
Botnet_Ares_1090.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.8194
geo_DoS_GoldenEye_13757.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
DoS_GoldenEye_5328.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9924
DDoS_LOIC-UDP_232.pcap,IPv4,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
ipv6_DDoS_LOIC-UDP_4929.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
BruteForce_FTP-Patator_1361.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_DoS_GoldenEye_27123.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9946
mpls_DDoS_LOIC-UDP_3297.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
ipv6_BruteForce_FTP-Patator_705.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
geo_DoS_GoldenEye_12920.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9924
mpls_BruteForce_FTP-Patator_2463.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
geo_DDoS_HOIC_754.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
DDoS_HOIC_133.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
scion_Benign_20047.pcap,scion,Benign,,Benign,? 正确,0.8098
Botnet_Ares_2909.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.9046
ipv6_Infiltration_Dropbox_1896.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9737
ipv6_BruteForce_FTP-Patator_1185.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
geo_DoS_GoldenEye_13799.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
ipv6_Botnet_Screenshots_261.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.8981
mpls_DDoS_LOIC-UDP_2395.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9824
DoS_GoldenEye_1601.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
ipv6_BruteForce_FTP-Patator_686.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_Benign_15556.pcap,scion,Benign,,Benign,? 正确,0.9634
geo_Benign_13272.pcap,geo,Benign,,Benign,? 正确,0.7887
geo_DDoS_LOIC-HTTP_1531.pcap,geo,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
Infiltration_NMAP-Portscan_1990.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9761
mpls_BruteForce_SSH-Patator_1999.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9614
ipv6_BruteForce_FTP-Patator_1123.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_Botnet_Screenshots_260.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.914
mpls_Infiltration_NMAP-Portscan_1540.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9761
BruteForce_FTP-Patator_2937.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
geo_DDoS_HOIC_1377.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9923
Benign_25.pcap,IPv4,Benign,,Benign,? 正确,0.9482
ipv6_BruteForce_SSH-Patator_459.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9608
scion_Benign_21254.pcap,scion,Benign,,Botnet,? 错误,0.4884
DoS_GoldenEye_9629.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
scion_Benign_21144.pcap,scion,Benign,,Benign,? 正确,0.9851
scion_Infiltration_Dropbox_353.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9095
geo_DoS_GoldenEye_20206.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9923
DoS_GoldenEye_419.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9927
geo_DDoS_LOIC-UDP_2259.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
ipv6_DDoS_LOIC-HTTP_3489.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
BruteForce_FTP-Patator_4800.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
DoS_GoldenEye_10072.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9924
Benign_7646.pcap,IPv4,Benign,,Benign,? 正确,0.9546
mpls_Botnet_Screenshots_331.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.8505
DoS_GoldenEye_1965.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9922
mpls_Benign_3713.pcap,mpls,Benign,,Benign,? 正确,0.9579
mpls_DDoS_LOIC-UDP_150.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
scion_BruteForce_SSH-Patator_1.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9528
scion_Benign_18774.pcap,scion,Benign,,Benign,? 正确,0.9761
scion_Botnet_Ares_3362.pcap,scion,Botnet,Ares,Botnet,? 正确,0.9156
ipv6_Infiltration_NMAP-Portscan_373.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.8925
ipv6_DoS_GoldenEye_26182.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
BruteForce_FTP-Patator_3021.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_DoS_GoldenEye_26785.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9946
ipv6_Infiltration_Dropbox_4511.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9741
mpls_Infiltration_NMAP-Portscan_3281.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9469
mpls_BruteForce_SSH-Patator_3239.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9622
scion_Infiltration_Dropbox_3642.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9461
mpls_Botnet_Ares_912.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.8194
scion_Benign_15292.pcap,scion,Benign,,Benign,? 正确,0.8055
scion_Benign_18783.pcap,scion,Benign,,Benign,? 正确,0.9798
mpls_Benign_4539.pcap,mpls,Benign,,Benign,? 正确,0.9566
mpls_DoS_Hulk_4124.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9938
scion_Infiltration_Dropbox_699.pcap,scion,Infiltration,Dropbox,Benign,? 错误,0.8325
mpls_Benign_11213.pcap,mpls,Benign,,Benign,? 正确,0.9626
geo_Benign_15040.pcap,geo,Benign,,Benign,? 正确,0.9838
geo_DDoS_LOIC-HTTP_1560.pcap,geo,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.8238
scion_Botnet_Ares_1805.pcap,scion,Botnet,Ares,Botnet,? 正确,0.894
scion_BruteForce_FTP-Patator_1252.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
DoS_GoldenEye_7463.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9924
ipv6_Benign_27703.pcap,ipv6,Benign,,Benign,? 正确,0.6908
Infiltration_Dropbox_4937.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.97
ipv6_Infiltration_Dropbox_4841.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9685
mpls_WebAttack_BruteForce-Web_187.pcap,mpls,WebAttack,BruteForce-Web,WebAttack,? 正确,0.9495
scion_Infiltration_Dropbox_15.pcap,scion,Infiltration,Dropbox,Benign,? 错误,0.8082
ipv6_BruteForce_FTP-Patator_3306.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_Infiltration_Dropbox_3096.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.9456
Benign_8565.pcap,IPv4,Benign,,Benign,? 正确,0.9807
geo_Benign_19843.pcap,geo,Benign,,Benign,? 正确,0.6927
ipv6_Benign_25589.pcap,ipv6,Benign,,Benign,? 正确,0.9869
mpls_DDoS_LOIC-UDP_1186.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
BruteForce_FTP-Patator_1934.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_Benign_7140.pcap,mpls,Benign,,Benign,? 正确,0.8194
scion_Benign_15846.pcap,scion,Benign,,Benign,? 正确,0.9616
DoS_GoldenEye_10361.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9923
mpls_WebAttack_BruteForce-Web_11.pcap,mpls,WebAttack,BruteForce-Web,WebAttack,? 正确,0.9242
mpls_DDoS_LOIC-HTTP_3888.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9747
scion_BruteForce_SSH-Patator_3701.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9613
mpls_BruteForce_SSH-Patator_1591.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9635
ipv6_DDoS_LOIC-HTTP_2449.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9873
DoS_GoldenEye_1383.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9929
ipv6_Benign_1707.pcap,ipv6,Benign,,Benign,? 正确,0.9754
scion_Botnet_Screenshots_3076.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.63
DoS_GoldenEye_7407.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9924
BruteForce_FTP-Patator_703.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_Infiltration_NMAP-Portscan_4289.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9468
geo_Benign_16489.pcap,geo,Benign,,Benign,? 正确,0.9633
ipv6_DDoS_LOIC-HTTP_4309.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9569
ipv6_Botnet_Ares_1632.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.832
ipv6_BruteForce_FTP-Patator_400.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
geo_DDoS_LOIC-UDP_3876.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9824
geo_DDoS_LOIC-UDP_4421.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9824
ipv6_DoS_GoldenEye_25275.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.994
ipv6_Botnet_Ares_2924.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.5095
geo_DoS_GoldenEye_15386.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
ipv6_Infiltration_Dropbox_293.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9444
ipv6_DDoS_HOIC_1765.pcap,ipv6,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
ipv6_Infiltration_NMAP-Portscan_4779.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9468
ipv6_DDoS_HOIC_1155.pcap,ipv6,DDoS,HOIC,DoS/DDoS,? 正确,0.9909
Infiltration_NMAP-Portscan_2736.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9674
mpls_DoS_Slowloris_3823.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9818
ipv6_BruteForce_SSH-Patator_3458.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9555
Benign_4448.pcap,IPv4,Benign,,Benign,? 正确,0.9787
Infiltration_Dropbox_441.pcap,IPv4,Infiltration,Dropbox,Benign,? 错误,0.7238
